Temp,Hum,Lght,H2O,Co2,Hrat,Occ
21.31,20.956,460,98,804.5,0.003278702,1
21.32333333,20.86,460,132,797.3333333,0.003266287,1
21.35666667,20.92666667,460,141,796.3333333,0.003283519,1
21.39,20.865,449.5,124,798.5,0.003280523,1
21.39,20.79,460,129,796,0.003268669,1
21.34,20.995,449.5,71,801.25,0.003290916,1
21.34,21.1,449.5,100,811,0.003307462,1
21.29,21.245,460,114,821.5,0.003320063,1
21.34,21.2675,455.5,144,830.25,0.003333858,1
21.29,21.29,457,88,835,0.003327133,1
21.34,21.2,449.5,112,831,0.003323221,1
21.315,21.29,454.75,137,834.75,0.003332265,1
21.29,21.29,460,128,837,0.003327133,1
21.315,21.29,460,92,841,0.003332265,1
21.315,21.2675,460,95,844.5,0.003328725,1
21.39,21.34,460,121,847,0.003355608,1
21.39,21.2675,454.75,106,842.5,0.003344147,1
21.39,21.2,453,90,841,0.003333476,1
21.39,21.2475,449.5,145,839.5,0.003340985,1
21.365,21.3175,454.75,144,844.5,0.003346891,1
21.39,21.2,457,150,847,0.003333476,1
21.39,21.2675,454,54,847.75,0.003344147,1
21.32333333,21.23,464,65,843.3333333,0.003324531,1
21.365,21.315,461.5,145,847.25,0.003346497,1
21.39,21.34,449.5,103,848.5,0.003355608,1
21.34,21.445,449.5,54,848.5,0.003361833,1
21.39,21.39,454,106,854.25,0.003363513,1
21.34,21.1475,455.5,51,848.25,0.003314947,1
21.35666667,21.2,468,57,844.3333333,0.003326636,1
21.29,21.2,454,82,836.5,0.003312993,1
21.32333333,21.2,454,116,838,0.003319808,1
21.315,21.125,469,119,841.5,0.003306302,1
21.34,21,469,93,832,0.003291704,1
21.315,20.865,469,102,825,0.003265396,1
21.315,20.9175,465.25,64,824,0.003273655,1
21.29,21.175,475.25,125,826.75,0.003309066,1
21.29,21.1,464,54,824,0.003297283,1
21.29,21.2,459,115,827.5,0.003312993,1
21.29,21.236,468.2,104,843.5,0.003318649,1
21.365,21.17,474,123,845.6,0.00332361,1
21.39,20.79,492.3333333,138,837.3333333,0.003268669,1
21.32333333,21.06666667,474,148,825.6666667,0.003298818,1
21.39,20.97,480.25,55,831.75,0.003297119,1
21.4725,21.0475,504,124,832.25,0.003326228,1
21.5,21.1,539.5,106,843,0.00334022,1
21.5,20.725,509,73,839,0.003280543,1
21.5,20.84,528.5,107,832.5,0.003298842,1
21.6,21.0225,499,108,840,0.003348428,1
21.65,20.9175,497.75,68,850,0.003341874,1
21.675,21.1,500.25,121,853.75,0.003376376,1
21.7,21,489,131,852,0.003365456,1
21.7,20.9725,490.25,70,856.25,0.003361025,1
21.7,20.945,494,149,854.5,0.003356594,1
21.7,20.89,485.6666667,140,854,0.003347732,1
21.7,20.815,481.5,105,850.75,0.003335649,1
21.7,20.8925,484,78,844.5,0.003348135,1
21.7,21.075,482.75,71,850.75,0.00337754,1
21.73,20.89,477.3333333,85,861,0.003353911,1
21.73,20.93,477.3333333,124,865,0.003360367,1
21.7675,20.795,485.25,149,860.75,0.003346278,1
21.754,20.896,485.25,110,853.25,0.00335983,1
21.73,20.7,482.75,98,849.75,0.003323243,1
21.79,20.945,464,117,844.5,0.003375208,1
21.7225,20.87,479,114,846.75,0.003349138,1
21.745,20.7225,476.75,130,852.5,0.003329942,1
21.7,20.79,476,118,851,0.003331621,1
21.7,20.7675,480,133,854.75,0.003327996,1
21.73,20.73,479,105,852.6666667,0.003328085,1
21.7225,20.7,479,71,848.25,0.003321712,1
21.7225,20.7,485.25,113,848,0.003321712,1
21.7,20.6,489,59,846,0.003301012,1
21.7,20.745,489,147,844.5,0.003324371,1
21.7675,20.7925,471.5,94,846.75,0.003345873,1
21.76,20.73,471,105,849,0.003334225,1
21.79,20.55,487.75,135,837,0.003311217,1
21.79,20.5,467.6666667,88,830.3333333,0.003303117,1
21.79,20.65,469.25,141,829.5,0.003327416,1
21.73,20.56666667,462.3333333,129,830.6666667,0.003301723,1
21.79,20.6,462.75,92,834.25,0.003319316,1
21.79,20.6225,462.75,118,833.5,0.003322961,1
21.79,20.5,472.3333333,114,827.6666667,0.003303117,1
21.79,20.678,485,117,821.25,0.003331952,1
21.745,20.5,479,79,822.3333333,0.003293999,1
21.745,20.6,471.5,137,821.75,0.003310153,1
21.7,20.66666667,464,50,826,0.003311751,1
21.7225,20.65,475.25,76,829.5,0.003313645,1
21.7,20.6,479,93,832,0.003301012,1
21.7,20.6,464,146,823,0.003301012,1
21.7,20.6,469,55,824,0.003301012,1
21.7,20.6,467.75,80,825.25,0.003301012,1
21.7,20.625,481.5,111,830.75,0.003305039,1
21.7,20.5,479,128,831,0.003284903,1
21.7225,20.6,479,59,826,0.003305579,1
21.76,20.53333333,490.6666667,127,818.3333333,0.003302425,1
21.7225,20.525,502.75,140,815.75,0.003293481,1
21.7225,20.5,490.25,417,816,0.003289448,0
21.7,20.5,479,469,813.25,0.003284903,0
21.7,20.39,474,475,806,0.003267184,0
21.7,20.525,492.75,468,804.5,0.00328893,0
21.7,20.46,507,101,801,0.003278459,1
21.7,20.575,484,96,796,0.003296984,1
21.7,20.4425,467.75,76,801,0.00327564,1
21.7,20.39,464,95,803,0.003267184,1
21.7,20.39,469,69,795.6666667,0.003267184,1
21.7,20.4175,464,136,794,0.003271613,1
21.7,20.5,471,130,787,0.003284903,1
21.7,20.39,462.75,89,787,0.003267184,1
21.7,20.39,481.5,59,788,0.003267184,1
21.7,20.39,479,150,786.5,0.003267184,1
21.7,20.39,469.25,101,788.25,0.003267184,1
21.7,20.39,469,74,788.3333333,0.003267184,1
21.7,20.39,469,139,781,0.003267184,1
21.65,20.365,457.75,149,788.75,0.003253143,1
21.63333333,20.32333333,460.6666667,75,790.6666667,0.003243127,1
21.65,20.34,465.5,114,789.5,0.003249129,1
21.7,20.39,474.3333333,59,794.3333333,0.003267184,1
21.675,20.4175,477.75,145,792.5,0.00326659,1
21.65,20.2475,487.75,112,789.5,0.003234276,1
21.7,20.53333333,492.3333333,55,785.5,0.003290272,1
21.7,20.4725,490.25,76,792.6,0.003280473,1
21.7,20.42666667,484,63,800,0.00327309,1
21.7,20.46333333,480.6666667,66,795,0.003278996,1
21.7,20.32,491.5,99,795.75,0.003255909,1
21.675,20.4175,501.5,92,802,0.00326659,1
21.7,20.39,494,94,803,0.003267184,1
21.7,20.39,494,54,796.25,0.003267184,1
21.7,20.39,479,77,806.6666667,0.003267184,1
21.7,20.39333333,506,83,805.6666667,0.003267721,1
21.7,20.29,514,83,803,0.003251077,1
21.7,20.4175,513.75,102,800.25,0.003271613,1
21.7,20.39,514,110,793,0.003267184,1
21.7,20.39,494,138,791,0.003267184,1
21.7,20.5,514,72,800.5,0.003284903,1
21.7,20.42666667,507.3333333,89,808,0.00327309,1
21.7,20.39,567.5,88,805.5,0.003267184,1
21.7,20.39,512.75,105,804,0.003267184,1
21.7,20.34,528.5,131,798.5,0.00325913,1
21.7225,20.315,541.5,58,806.25,0.003259607,1
21.7,20.2475,533.75,108,802.5,0.003244231,1
21.73,20.29333333,504,51,794.3333333,0.003257613,1
21.79,20.3425,494,101,800.25,0.003277606,1
21.7675,20.3175,496.5,110,806,0.003269036,1
21.79,20.245,496.5,119,804.5,0.003261814,1
21.79,20.295,504,124,801,0.003269913,1
21.79,20.295,489,127,801.5,0.003269913,1
21.79,20.2675,489,129,805,0.003265458,1
21.79,20.23,518.6666667,119,802.3333333,0.003259385,1
21.76,20.26,489,145,800.6666667,0.003258234,1
21.79,20.2925,486.5,103,799.5,0.003269508,1
21.79,20.245,471.5,72,806,0.003261814,1
21.73,20.35666667,474,104,812.6666667,0.003267833,1
21.745,20.34,484,53,816.5,0.003268155,1
21.76,20.39,479,55,820.3333333,0.003279251,1
21.7675,20.545,479,66,817.5,0.003305835,1
21.79,20.39,479,60,811.3333333,0.0032853,1
21.745,20.39,484,143,820.75,0.003276231,1
21.745,20.4725,486.5,121,815.5,0.003289557,1
21.745,20.445,499,123,821,0.003285115,1
21.745,20.4425,511.5,140,821.5,0.003284711,1
21.7,20.495,521.5,72,813,0.003284097,1
21.73,20.35666667,504,50,801.6666667,0.003267833,1
21.73,20.29,489,71,799,0.003257076,1
21.7,20.35666667,500.6666667,70,799.6666667,0.003261815,1
21.7,20.2675,511,101,797.25,0.003247453,1
21.7,20.2225,500.25,51,789.75,0.003240205,1
21.7,20.2,494,70,780.25,0.003236581,1
21.7,20.16666667,497.3333333,88,782.3333333,0.003231212,1
21.7,20.1,495.6666667,60,779.3333333,0.003220475,1
21.7,20.14,492,104,773.5,0.003226917,1
21.7,20.15,509,60,771.6666667,0.003228528,1
21.7,20,509,59,769,0.00320437,1
21.7,20,495.25,119,763,0.00320437,1
21.7,20,499,103,760,0.00320437,1
21.7,20.1,489,56,752,0.003220475,1
21.7,20.125,481.25,95,757.5,0.003224501,1
21.7,20.025,489,76,759,0.003208396,1
21.7,20,377.75,79,757.75,0.00320437,1
21.7,20.075,44,520,754.75,0.003216449,2
21.7,20.075,60.25,586,755,0.003216449,2
21.29,19.745,293.5,114,662.25,0.003084488,1
21.29,19.7,440,73,660,0.003077424,1
21.29,19.625,483.75,111,662.5,0.00306565,1
21.29,19.575,492.75,125,658.75,0.003057801,1
21.29,19.6,499,73,659.25,0.003061725,1
21.29,19.55,489,137,652,0.003053876,1
21.29,19.6,479,79,653.5,0.003061725,1
21.29,19.55,486.5,63,658.5,0.003053876,1
21.29,19.4175,489,95,656,0.003033078,1
21.29,19.525,490.25,116,652.5,0.003049952,1
21.29,19.6,486.5,140,658.5,0.003061725,1
21.39,19.5,495,53,665.25,0.003064852,1
21.39,19.5,480.6666667,122,660,0.003064852,1
21.39,19.5,485.25,73,663.25,0.003064852,1
21.445,19.5,494,114,665,0.003075249,1
21.5,19.5,500.6666667,79,668.6666667,0.003085676,1
21.5,19.4725,508.5,148,667,0.003081303,1
21.5,19.445,508.5,101,664,0.00307693,1
21.5,19.4175,500.25,50,655.25,0.003072557,1
21.5,19.4725,507.5,52,655.5,0.003081303,1
21.5,19.445,516.5,110,659,0.00307693,1
21.5,19.365,536.5,121,656.25,0.003064209,1
21.5,19.39,514,53,659.5,0.003068184,1
21.5,19.29,516.25,113,654,0.003052283,1
21.7,19.34,541.5,103,640,0.003098099,1
21.64,19.31,549.4,70,645.5,0.003081885,1
21.7,19.16666667,509,117,646,0.003070196,1
21.675,19.125,523.75,91,637.25,0.003058786,1
21.7,19.12,559.5,109,632.25,0.003062684,1
21.63333333,19.03,549.25,88,623.25,0.003035734,1
21.66666667,19.2,525.3333333,90,624,0.003069269,1
21.7,19.2,535.5,110,633.5,0.003075562,1
21.7,19.075,545.5,92,634.25,0.00305544,1
21.7,19.1,551,147,626,0.003059464,1
21.7225,19.1,586,89,629,0.003063696,1
21.745,19.05,581.75,101,626.75,0.003059863,1
21.76,19.06666667,557.6666667,56,626.6666667,0.003065375,1
21.79,18.99333333,571,67,631,0.003059158,1
21.79,19.05,555.5,96,629.75,0.00306833,1
21.7675,19,525.25,56,625,0.003056012,1
21.7675,19,543.75,93,626,0.003056012,1
21.79,19,563.5,52,627,0.003060237,1
21.79,19,551.6666667,78,630.6666667,0.003060237,1
21.79,19.15,531,70,639.25,0.003084516,1
21.76,19.03333333,553.3333333,119,642.3333333,0.00305999,1
21.79,19.05,531.5,85,637,0.00306833,1
21.79,19.1,546.5,110,654.5,0.003076423,1
21.79,19.2,524,113,658.5,0.00309261,1
21.79,19.2,509,61,669,0.00309261,1
21.82333333,19.23,537.6666667,112,673,0.003103811,1
21.89,19.32333333,524,135,680,0.003131738,1
21.815,19.3675,543.25,52,683.5,0.003124517,1
21.89,19.5,534.6666667,104,688.3333333,0.003160516,1
21.89,19.55,526,82,709.75,0.003168661,1
21.89,19.675,522,74,717.75,0.003189025,1
21.89,19.5,549.5,113,717,0.003160516,1
21.89,19.6,547.75,132,720.5,0.003176807,1
21.89,19.76,552.3333333,133,731,0.003202874,1
21.945,19.79,551,115,735.5,0.003218604,1
22,19.79,538.3333333,105,735.6666667,0.003229478,1
22,19.7175,555.25,129,733.25,0.003217586,1
22,19.7675,570,146,724.75,0.003225787,1
22,19.84,570,94,729,0.00323768,1
22,19.87,535.5,148,738,0.003242601,1
22,20,559.3333333,103,756.3333333,0.003263927,1
22,20,566,64,763.75,0.003263927,1
22.05,20.05,557.25,133,773.75,0.003282176,1
22.06666667,20.06666667,562,103,766,0.003288276,1
22.1,20.075,566.25,75,760,0.003296375,1
22.1,20.13333333,567.6666667,113,767,0.003306005,1
22.1,20.1975,562,140,768.5,0.003316597,1
22.1,20.1,562,72,767.5,0.003300502,1
22.1,20.13333333,554.3333333,105,767.6666667,0.003306005,1
22.125,20.3175,556.75,91,769.25,0.003341523,1
22.15,20.5,555,118,790,0.003376868,1
22.16666667,20.46333333,543.6666667,114,799.6666667,0.003374239,1
22.2,20.5,547,126,803.75,0.003387225,1
22.2,20.445,539,54,804.5,0.003378088,1
22.2,20.65,539,133,802.25,0.003412146,1
22.2,20.7225,539,77,816.75,0.003424191,1
22.2,20.55,538,122,812,0.003395532,1
22.2,20.55,541.75,131,810.3333333,0.003395532,1
22.2,20.7225,530.5,107,827,0.003424191,1
22.175,20.745,534.25,71,830.25,0.003422685,1
22.2,20.65,519,56,826,0.003412146,1
22.2,20.625,526.75,78,822.5,0.003407992,1
22.2,20.66333333,512,50,832,0.003414361,1
22.2,20.745,513.5,99,840,0.00342793,1
22.13333333,20.82333333,498.6666667,111,846,0.003426922,1
22.16666667,20.85666667,528,75,853.3333333,0.003439455,1
22.175,20.8975,528,51,857.5,0.003447985,1
22.2,20.7,513,119,860,0.003420453,1
22.2,20.945,523.5,117,863.5,0.003461162,1
22.2,20.92,523.5,115,865,0.003457008,1
22.2,21.1475,526,149,875,0.003494813,1
22.2,21.245,523.5,132,882.5,0.003511017,1
22.2,21.34,528.75,136,888.25,0.003526806,1
22.2,21.3175,528.75,55,894,0.003523066,1
22.2,21.29,528.6666667,134,895.3333333,0.003518496,1
22.2,21.4175,518,75,893,0.003539687,1
22.175,21.445,518,61,890,0.003538834,1
22.16666667,21.46333333,518,72,898,0.003540069,1
22.175,21.39,513.5,76,899.25,0.003529707,1
22.2,21.5,513.5,54,896,0.0035534,1
22.2,21.2925,518.75,77,902.5,0.003518911,1
22.2,21.4,519,90,903.3333333,0.003536778,1
22.2,21.445,509,60,904.5,0.003544258,1
22.2,21.5,509,74,905,0.0035534,1
22.2,21.575,512.75,139,910.75,0.003565866,1
22.2,21.7675,509,63,915.25,0.003597866,1
22.2,21.66666667,509,131,923.6666667,0.003581104,1
22.2,21.7675,508.75,146,930,0.003597866,1
22.15,21.745,514,114,930.5,0.003583133,1
22.2,21.7,514,131,925.25,0.003586645,1
22.16666667,21.76,509,97,920.3333333,0.003589282,1
22.125,21.7475,499,76,922,0.003578061,1
22.1,21.77,499,61,924,0.0035763,1
22.1,21.49666667,499,112,919.3333333,0.003531142,1
22.1,21.1475,499,125,893.5,0.003473466,1
22.1,21.67,496.5,79,884.5,0.003559778,1
22.1,21.84,499,73,914,0.003587865,1
22.1,21.63333333,490.6666667,67,925,0.00355372,1
22.1,21.1175,504,84,887,0.003468511,1
22.1,21.575,500.25,142,884.25,0.003544083,1
22.1,21.6,499,142,893.3333333,0.003548213,1
22.1,21.625,496.5,51,895,0.003552343,1
22.1,21.2925,489,92,889.75,0.003497416,1
22.1,21.15,489,120,880.5,0.003473879,1
22.075,21.2225,489,59,864.75,0.003480516,1
22.1,21.2,481.5,105,863,0.003482138,1
22.05,21.3975,484,105,868.5,0.003504003,1
22.06666667,21.49333333,487.3333333,104,876.3333333,0.003523384,1
22.075,21.3925,484,116,880.5,0.003508554,1
22.03333333,21.56666667,487.3333333,70,883.6666667,0.003528255,1
22.1,21.595,484,65,892,0.003547387,1
22.1,21.225,494,138,884.5,0.003486267,1
22.1,21.145,494,138,883.5,0.003473053,1
22.1,21.32,490.25,90,876,0.003501959,1
22.1,21.53333333,479,74,882.3333333,0.0035372,1
22.1,21.3925,486.5,100,908.5,0.003513935,1
22.1,21.16333333,479,111,892.3333333,0.003476081,1
22.1,21.365,479,120,878.25,0.003509392,1
22.1,21.06666667,479,81,870,0.003460116,1
22.1,20.96333333,479,88,866.6666667,0.00344305,1
22.1,21.26,479,111,863.3333333,0.003492048,1
22.1,21.445,479,113,883.5,0.003522607,1
22.1,21.46333333,479,52,896,0.003525636,1
22.1,21.445,475.25,88,901.75,0.003522607,1
22.1,21.2475,471.5,120,896.5,0.003489983,1
22.06666667,21.06666667,464,58,876.3333333,0.003453053,1
22.075,21.1725,467.75,130,865,0.00347227,1
22.05,21.2425,474.5,61,872,0.003478479,1
22,20.795,474.5,65,873.5,0.003394376,1
22,20.96333333,478,92,854,0.003422005,1
22,21.2425,474.5,106,865.25,0.003467829,1
22,20.94,474.5,106,870.5,0.003418175,1
22,21.15666667,478,57,858.6666667,0.003453739,1
22.00833333,21.08416667,478.3,84,861.6333333,0.003443598,1
22.01666667,21.01166667,478.6,88,864.6,0.003433446,1
22,20.92,477,63,858.25,0.003414892,1
21.9725,21.315,473,146,869.75,0.003473866,1
22,21.15,469,51,877.75,0.003452645,1
22,20.8675,469,141,867.75,0.003406275,1
22,20.945,469,96,861,0.003418996,1
22,21.32,469,51,866.5,0.003480552,1
22,21.3925,469,121,880.75,0.003492454,1
22,21.05,469,73,880,0.00343623,1
22,21.2725,469,69,874,0.003472754,1
21.96333333,21.46333333,469,135,885.6666667,0.00349621,1
21.9725,21.3925,469,150,901.25,0.003486567,1
21.96333333,21.29,469,61,893.6666667,0.003467818,1
21.89,21.1725,469,99,886.5,0.003433088,1
21.89,21.32333333,469,86,879,0.003457681,1
21.9175,21.315,469,135,879,0.003462161,1
21.89,21.39,469,59,884.25,0.003468552,1
21.89,21.245,469,59,877,0.003444908,1
21.89,21.22,469,131,875.75,0.003440832,1
21.89,21.34,469,95,877,0.003460399,1
21.89,21.29,461.5,104,879,0.003452246,1
21.89,21.1725,454,101,871.75,0.003433088,1
21.89,21.5225,454,88,880.5,0.003490158,1
21.89,21.39,454,82,895.6666667,0.003468552,1
21.89,21.2675,454,121,896,0.003448577,1
21.865,21.32,459.25,109,883,0.003451835,1
21.89,21.49666667,468,96,889,0.003485945,1
21.865,21.3175,464.5,91,890.5,0.003451428,1
21.79,21.53,468,53,897,0.003470005,1
21.84,21.4425,464.5,126,913.75,0.003466454,1
21.79,21.1975,464.5,123,902.5,0.003416121,1
21.76,21.2,468,141,890.3333333,0.003410235,1
21.745,21.1725,457,104,876,0.003402649,1
21.79,21.445,464.5,98,890,0.003456229,1
21.745,21.34,453.25,110,893,0.003429717,1
21.73,21.29333333,453,150,891.6666667,0.003419022,1
21.7225,21.5225,454.75,102,897.5,0.00345443,1
21.7225,21.5225,460,135,903.75,0.00345443,1
21.7,21.34,460,101,908.5,0.003420244,1
21.73,21.56666667,460,114,907,0.003463155,1
21.7225,21.525,460,52,910.5,0.003454834,1
21.745,21.675,460,82,917.25,0.003483859,1
21.79,21.6,460,130,926.5,0.00348135,1
21.79,21.55,460,72,925,0.003473246,1
21.79,21.63333333,460,88,921.6666667,0.003486752,1
21.7675,21.7675,460,103,934,0.003503651,1
21.7675,21.865,460,61,947.25,0.003519434,1
21.79,21.82333333,460,134,953,0.003517549,1
21.79,21.8175,460,67,959,0.003516603,1
21.79,21.945,460,50,959.5,0.003537271,1
21.7675,21.6975,444,116,962,0.003492321,1
21.76,21.82666667,449.3333333,150,944,0.00351161,1
21.7225,21.8925,444,129,953.5,0.003514152,1
21.745,21.815,444,98,949,0.003506488,1
21.7,21.82333333,444,137,948.6666667,0.003498145,1
21.745,21.815,444,150,952.75,0.003506488,1
21.7225,21.97,444,82,951.25,0.003526663,1
21.79,22.05,444,95,961.5,0.003554292,1
21.79,21.775,444,65,964.25,0.003509714,1
21.7675,21.745,444,75,951,0.003500009,1
21.79,21.79333333,444,73,945.6666667,0.003512686,1
21.79,21.7225,444,51,936,0.003501205,1
21.7675,21.79,444,51,935,0.003507293,1
21.79,21.745,444,137,938,0.003504852,1
21.7675,21.8175,444,149,926.75,0.003511745,1
21.7675,21.89,444,90,932,0.00352348,1
21.79,21.79,447.4,138,942,0.003512146,1
21.79,21.79,450.6666667,146,935,0.003512146,1
21.79,21.79,449,78,937.5,0.003512146,1
21.79,21.65,438,140,927.25,0.003489454,1
21.79,21.6,438,86,916.5,0.00348135,1
21.79,21.745,438,54,914,0.003504852,1
21.79,21.7,441,59,910,0.003497558,1
21.79,21.65,437.25,74,923,0.003489454,1
21.84,21.65,436.5,53,918.75,0.003500188,1
21.84,21.6,429,121,904,0.003492059,1
21.79,21.395,432.75,108,901,0.003448126,1
21.79,21.6,438,130,893,0.00348135,1
21.79,21.6225,438,147,885.5,0.003484997,1
21.745,21.575,438,104,890,0.003467696,1
21.7225,21.5475,438,104,886.5,0.003458465,1
21.7,21.42666667,441,54,887,0.003434211,1
21.7,21.525,438,115,883.25,0.003450059,1
21.7,21.445,438,89,874,0.003437165,1
21.7,21.575,447,145,874,0.003458117,1
21.7,21.53333333,447,117,871.6666667,0.003451402,1
21.7,21.6,447,146,879.25,0.003462147,1
21.7,21.516,441.4,136,872.75,0.003448608,1
21.7,21.36,447,103,868.5,0.003423467,1
21.7,21.5,443.5,97,859.75,0.00344603,1
21.7,21.2675,433,61,848.25,0.00340856,1
21.66666667,21.39,433,145,843,0.003421283,1
21.625,21.315,433,77,849,0.003400496,1
21.6,21.39,433,103,841.6666667,0.003407283,1
21.6,21.39,433,139,847.5,0.003407283,1
21.6,21.34,433,60,844.25,0.003399275,1
21.6,21.32333333,433,91,844.3333333,0.003396605,1
21.6,21.29,433,125,838.75,0.003391267,1
21.6,21.29,433,61,831.6666667,0.003391267,1
21.6,21.2675,433,148,822.25,0.003387663,1
21.6,21.2,433,61,817.5,0.003376853,1
21.6,21.13333333,433,107,819,0.003366176,1
21.6,21.13333333,433,120,817.6666667,0.003366176,1
21.6,21.2,433,84,818,0.003376853,1
21.625,21.2225,433,97,819.75,0.003385659,1
21.65,21.2,433,80,819.5,0.003387254,1
21.66666667,21.22666667,433,69,813,0.003395015,1
21.65,21.125,433,58,811.75,0.003375206,1
21.675,21.175,433,70,813.75,0.003388442,1
21.7,21.125,433,90,812,0.003385597,1
21.7,21.05,433,104,801,0.003373512,1
21.63333333,20.96333333,433,97,801,0.003345806,1
21.675,21.175,433,75,798.75,0.003388442,1
21.7,21.08,433,99,805.75,0.003378346,1
21.7,20.89,433,102,802.25,0.003347732,1
21.625,20.9975,433,126,791.5,0.003349571,1
21.65,20.9175,433,140,790.5,0.003341874,1
21.65,20.89,433,150,780.5,0.003337457,1
21.7,20.9175,433,125,781,0.003352163,1
21.7,20.96333333,433,63,780.3333333,0.003359548,1
21.7,20.85666667,433,95,778,0.003342362,1
21.7,20.865,433,58,778.5,0.003343704,1
21.7,20.945,433,101,780.75,0.003356594,1
21.7,20.84,433,120,772,0.003339676,1
21.7,20.89,433,82,777,0.003347732,1
21.7,20.89,426,135,780.5,0.003347732,1
